DISTRICT,Latitude,Longitude,date,Precip,Pressure,Humidity_2m,RH_2m,Temp_2m,MaxTemp_2m,MinTemp_2m,TempRange_2m,WindSpeed_10m,WindSpeed_50m,Rice(coarse)_price,Wheat_flour_price
dhanusha,26.7,85.9,2002-08-15,4.321290322580645,97.33064516129032,19.051290322580645,74.25967741935484,28.84225806451613,33.163548387096775,25.181612903225805,7.981935483870967,3.613548387096774,5.199677419354838,15.4,16.0
dhanusha,26.7,85.9,2002-09-15,2.71,97.773,16.692666666666664,68.11833333333333,28.179,33.355333333333334,24.1,9.256333333333334,3.177333333333333,4.578333333333333,15.8,16.0
dhanusha,26.7,85.9,2002-10-15,1.2970967741935484,98.19064516129032,12.233225806451614,57.42258064516129,25.71,32.18451612903226,20.371290322580645,11.811612903225807,1.8864516129032256,2.741290322580645,15.8,16.0
dhanusha,26.7,85.9,2002-11-15,0.005,98.45166666666668,7.660333333333333,45.53066666666667,21.92833333333333,29.50133333333333,16.216666666666665,13.284,2.015,2.9606666666666666,14.0,15.0
dhanusha,26.7,85.9,2002-12-15,0.3025806451612903,98.62774193548388,4.873870967741936,39.03612903225807,17.315483870967743,25.30870967741935,12.10225806451613,13.206774193548387,2.02,2.958064516129032,15.0,16.0
dhanusha,26.7,85.9,2003-01-15,0.1867741935483871,98.77774193548387,3.9432258064516126,37.41774193548388,14.48225806451613,23.23483870967742,8.672258064516129,14.562903225806451,2.430967741935484,3.600322580645161,15.0,16.0
dhanusha,26.7,85.9,2003-02-15,1.6060714285714286,98.5457142857143,6.085,44.75785714285714,18.655357142857145,26.204642857142854,13.036785714285712,13.167142857142858,2.636428571428572,3.8989285714285713,15.0,16.65
dhanusha,26.7,85.9,2003-03-15,0.0809677419354838,98.20612903225806,5.877419354838709,30.43967741935484,23.95193548387097,31.82870967741936,16.789354838709677,15.039032258064516,2.8106451612903225,4.001935483870968,14.25,17.0
dhanusha,26.7,85.9,2003-04-15,0.3843333333333333,97.78833333333334,6.0233333333333325,21.055,30.774,38.764,23.115333333333336,15.65,2.9166666666666665,4.122,15.05,18.5
dhanusha,26.7,85.9,2003-05-15,0.5035483870967742,97.4541935483871,8.790967741935484,28.47903225806452,32.35677419354838,39.3258064516129,25.25225806451613,14.071935483870968,3.1283870967741936,4.376451612903225,13.75,17.85
dhanusha,26.7,85.9,2003-06-15,6.231,97.00533333333333,15.592,51.11133333333333,32.351,37.39266666666666,27.619,9.773,2.9633333333333334,4.001,15.5,18.0
dhanusha,26.7,85.9,2003-07-15,7.1732258064516135,97.3083870967742,19.825483870967744,76.22387096774193,29.09258064516129,32.98903225806451,25.723870967741934,7.266451612903226,3.4293548387096773,4.846129032258064,15.0,17.3
dhanusha,26.7,85.9,2003-08-15,3.605806451612904,97.33483870967744,20.057096774193543,77.90064516129033,28.91064516129032,32.84451612903226,25.628709677419355,7.215806451612903,3.353870967741936,4.869032258064516,16.25,18.0
dhanusha,26.7,85.9,2003-09-15,3.238,97.611,18.355,74.507,28.197666666666667,32.413,24.841,7.570333333333334,3.0253333333333337,4.484666666666667,16.25,18.0
dhanusha,26.7,85.9,2003-10-15,2.3509677419354835,98.17935483870968,12.531935483870967,60.87806451612904,25.28290322580645,31.74903225806452,20.548709677419357,11.201612903225806,2.366774193548387,3.569354838709677,15.6,18.0
dhanusha,26.7,85.9,2003-11-15,0.008,98.53133333333334,8.061,52.72366666666667,20.26533333333333,27.755666666666663,14.954,12.801666666666668,1.8176666666666668,2.669,14.55,18.0
dhanusha,26.7,85.9,2003-12-15,0.3958064516129032,98.77032258064516,6.126451612903225,50.28354838709677,16.825161290322583,24.30806451612903,11.586774193548386,12.721290322580646,1.8867741935483875,2.7603225806451617,15.25,18.0
dhanusha,26.7,85.9,2004-01-15,0.8080645161290323,98.64870967741936,5.273870967741936,46.83032258064516,15.505483870967742,23.187741935483874,10.27258064516129,12.913225806451614,2.13258064516129,3.0983870967741933,14.5,18.0
dhanusha,26.7,85.9,2004-02-15,0.0275862068965517,98.46,5.127931034482759,37.56103448275862,18.83379310344828,27.071724137931035,12.552413793103447,14.518620689655172,2.2910344827586204,3.320344827586207,14.8,18.0
dhanusha,26.7,85.9,2004-04-15,3.3673333333333333,97.71033333333334,8.821333333333333,34.011,29.80933333333333,36.97666666666667,22.974,14.002,2.7666666666666666,4.049666666666666,15.0,15.0
dhanusha,26.7,85.9,2004-05-15,2.8083870967741937,97.36387096774196,11.71516129032258,39.65903225806452,31.36709677419355,37.88225806451613,24.981290322580644,12.901290322580644,2.6596774193548387,3.8303225806451615,14.5,15.5
dhanusha,26.7,85.9,2004-06-15,6.1,97.235,17.348666666666666,61.65466666666666,30.59633333333333,35.285666666666664,26.299666666666667,8.984666666666667,3.459,4.808000000000001,15.0,16.25
dhanusha,26.7,85.9,2004-07-15,12.367741935483872,97.22516129032256,20.266129032258064,83.8458064516129,27.815161290322585,31.04387096774193,25.104193548387094,5.938387096774194,3.4361290322580644,4.9393548387096775,14.0,17.5
dhanusha,26.7,85.9,2004-08-15,7.5125806451612895,97.24580645161288,20.54612903225806,84.28096774193548,27.925806451612903,31.23,25.114838709677414,6.115161290322581,3.3006451612903227,4.903548387096774,13.7,16.8
dhanusha,26.7,85.9,2004-09-15,3.923333333333333,97.79666666666668,18.54433333333333,81.75233333333334,26.788,30.46733333333333,23.569000000000003,6.898,2.0236666666666667,3.064,14.0,17.0
dhanusha,26.7,85.9,2004-10-15,1.6438709677419354,98.39032258064516,12.82483870967742,66.50967741935484,24.03290322580645,29.42290322580645,19.49322580645161,9.928387096774191,1.971290322580645,2.9493548387096773,13.5,18.0
dhanusha,26.7,85.9,2004-11-15,0.4743333333333333,98.62466666666666,8.222333333333333,54.05,20.433,27.35666666666667,15.006333333333334,12.351,1.6936666666666669,2.558666666666667,12.0,18.0
dhanusha,26.7,85.9,2004-12-15,0.006774193548387,98.67903225806452,6.756451612903225,53.737096774193546,17.105806451612903,24.05935483870968,11.98258064516129,12.077096774193548,1.7874193548387096,2.730967741935484,13.0,18.0
dhanusha,26.7,85.9,2005-01-15,1.1909677419354838,98.62903225806453,5.760967741935484,51.05032258064516,15.677096774193547,22.731612903225805,10.828064516129032,11.903548387096771,2.198387096774194,3.3332258064516127,13.0,18.0
dhanusha,26.7,85.9,2005-02-15,0.5557142857142857,98.42428571428572,6.353571428571429,43.04928571428572,19.975,28.054642857142856,14.054285714285712,14.000714285714285,3.2903571428571428,5.026428571428572,13.8,18.0
dhanusha,26.7,85.9,2005-03-15,0.6138709677419355,98.13645161290324,7.135483870967741,34.465806451612906,25.585806451612903,33.49612903225807,18.93387096774193,14.562903225806451,3.106129032258065,4.659032258064516,14.0,18.0
dhanusha,26.7,85.9,2005-04-15,0.769,97.95833333333331,5.765666666666666,21.202,29.874666666666663,37.76133333333333,22.332,15.429666666666666,2.693,3.898333333333333,14.0,18.0
dhanusha,26.7,85.9,2005-05-15,1.0293548387096774,97.49612903225808,9.71,32.79677419354839,31.75548387096774,38.5958064516129,24.701612903225808,13.89516129032258,2.7393548387096773,3.856129032258064,14.0,15.5
dhanusha,26.7,85.9,2005-06-15,4.219666666666667,96.98733333333332,14.046333333333331,43.30266666666667,33.514,39.04433333333333,28.015,11.030666666666669,3.2336666666666667,4.440333333333333,16.0,16.0
dhanusha,26.7,85.9,2005-07-15,11.48032258064516,97.24193548387096,20.18064516129032,79.36645161290323,28.684193548387096,32.203870967741935,25.52709677419355,6.676451612903226,3.5832258064516127,5.072258064516129,18.0,16.0
dhanusha,26.7,85.9,2005-08-15,9.53967741935484,97.21064516129032,20.66064516129032,84.15451612903226,28.04516129032258,31.50354838709677,25.177419354838708,6.325806451612903,2.6932258064516126,4.027741935483871,18.5,18.0
dhanusha,26.7,85.9,2005-09-15,3.0196666666666667,97.722,19.189666666666668,82.14666666666668,27.29233333333333,30.932333333333336,24.225666666666665,6.705666666666667,2.518666666666667,3.844333333333333,18.0,20.0
dhanusha,26.7,85.9,2005-10-15,3.5806451612903225,98.25193548387097,14.22258064516129,70.29903225806451,24.995483870967742,30.245483870967742,20.83129032258065,9.41451612903226,1.939032258064516,2.933225806451613,18.0,20.0
dhanusha,26.7,85.9,2005-11-15,0.0,98.46866666666666,8.457666666666666,57.97566666666667,19.657666666666668,26.76533333333333,14.707333333333334,12.06,1.8316666666666663,2.79,18.0,20.0
dhanusha,26.7,85.9,2005-12-15,0.0003225806451612,98.56870967741936,5.729032258064516,47.37483870967741,16.659354838709675,24.692580645161293,11.630645161290325,13.06258064516129,1.998709677419355,3.034838709677419,18.0,20.0
dhanusha,26.7,85.9,2006-01-15,0.0,98.56290322580644,4.629032258064516,41.15677419354839,15.598064516129034,24.316129032258065,9.79225806451613,14.52290322580645,2.363548387096774,3.5970967741935485,16.0,20.0
dhanusha,26.7,85.9,2006-02-15,0.0,98.3442857142857,5.659999999999999,34.68714285714286,21.666785714285712,29.91714285714286,15.122857142857145,14.793214285714283,2.3907142857142856,3.518214285714286,17.0,20.0
dhanusha,26.7,85.9,2006-04-15,0.7413333333333333,97.788,7.024,27.359666666666666,29.397666666666662,36.848333333333336,22.21633333333333,14.633333333333333,2.7816666666666667,4.011333333333334,18.0,20.0
dhanusha,26.7,85.9,2006-05-15,3.058709677419355,97.52354838709678,13.59451612903226,45.377096774193554,31.83,37.50516129032258,26.27,11.234516129032258,2.8106451612903225,3.852903225806452,20.0,20.0
dhanusha,26.7,85.9,2006-07-15,11.029677419354838,97.11903225806452,20.47,80.37290322580645,28.68548387096774,32.214516129032255,25.608709677419355,6.606129032258064,3.3206451612903227,4.796129032258064,20.0,20.0
dhanusha,26.7,85.9,2006-08-15,6.392903225806452,97.35258064516128,19.86709677419355,79.91161290322582,28.304193548387094,31.98774193548387,25.19451612903226,6.792258064516129,3.0632258064516127,4.513548387096773,20.0,20.0
dhanusha,26.7,85.9,2006-09-15,8.788666666666668,97.73966666666666,18.613666666666667,84.15233333333335,26.37333333333333,29.733666666666668,23.433,6.301333333333333,2.6103333333333336,3.975,21.0,24.0
dhanusha,26.7,85.9,2006-10-15,0.7319354838709677,98.32870967741935,14.445806451612905,72.10516129032257,24.697741935483872,29.52290322580645,20.462903225806453,9.05967741935484,1.4641935483870967,2.116774193548387,21.0,25.0
dhanusha,26.7,85.9,2006-11-15,0.1239999999999999,98.50066666666666,9.258333333333333,58.983,20.503666666666668,26.966,15.915666666666668,11.049666666666669,1.8086666666666664,2.7353333333333336,21.0,25.0
dhanusha,26.7,85.9,2006-12-15,0.3664516129032258,98.7041935483871,6.458387096774194,52.95258064516129,16.733548387096775,24.07064516129033,11.700967741935484,12.370967741935484,1.926774193548387,2.920645161290323,20.25,26.0
dhanusha,26.7,85.9,2007-01-15,0.0,98.74,4.406129032258065,41.25645161290323,14.744516129032258,22.91967741935484,9.246774193548386,13.673870967741935,2.145806451612903,3.1490322580645165,21.0,28.0
dhanusha,26.7,85.9,2007-02-15,2.294285714285714,98.5085714285714,6.934285714285714,53.67428571428572,17.924642857142857,24.926071428571426,12.449642857142855,12.476071428571428,2.387142857142857,3.5225,20.0,24.0
dhanusha,26.7,85.9,2007-03-15,1.1170967741935485,98.1974193548387,7.178387096774194,40.61806451612903,22.79225806451613,30.68903225806452,16.02064516129032,14.668387096774197,2.7138709677419355,3.997096774193549,19.0,25.0
dhanusha,26.7,85.9,2008-04-15,1.1849999999999998,97.772,7.500666666666667,29.46633333333333,29.215666666666667,36.85966666666666,21.701,15.158,2.652333333333333,3.730333333333333,26.0,25.0
dhanusha,26.7,85.9,2008-05-15,3.6683870967741936,97.38677419354838,12.213225806451613,40.69806451612904,31.813870967741934,37.63935483870968,25.773225806451613,11.86483870967742,2.421290322580645,3.378064516129032,26.0,22.0
dhanusha,26.7,85.9,2008-06-15,14.152333333333331,97.17,18.83566666666667,71.95133333333334,29.33966666666667,33.157333333333334,25.750666666666667,7.407333333333333,3.263,4.573666666666667,26.0,22.0
dhanusha,26.7,85.9,2008-07-15,13.30967741935484,97.15870967741937,20.95258064516129,86.34451612903226,27.833225806451612,30.72967741935484,25.22967741935484,5.501612903225807,2.685161290322581,3.909354838709677,27.5,22.0
dhanusha,26.7,85.9,2018-04-15,2.285,97.87166666666668,9.736333333333333,39.053,28.78033333333333,35.726,22.457,13.268333333333334,3.079,4.389333333333334,45.0,45.0
dhanusha,26.7,85.9,2018-05-15,2.6554838709677417,97.59129032258063,13.713225806451613,48.663870967741936,30.677096774193547,36.62193548387096,24.93,11.692580645161293,3.172903225806452,4.336774193548387,42.0,45.0
dhanusha,26.7,85.9,2018-06-15,4.010666666666666,97.06466666666668,17.404,55.78366666666667,32.304,37.364,27.574666666666666,9.789666666666667,3.0786666666666664,4.217666666666667,42.0,45.0
dhanusha,26.7,85.9,2018-07-15,7.5603225806451615,97.00903225806452,19.544516129032257,68.92322580645161,30.644193548387097,34.95677419354839,26.948709677419355,8.008387096774193,3.935483870967742,5.434193548387097,42.0,45.0
dhanusha,26.7,85.9,2018-08-15,6.757096774193548,97.18548387096774,20.731935483870966,82.1,28.5258064516129,31.85903225806452,25.68387096774193,6.175483870967742,2.46,3.639677419354839,43.0,45.0
dhanusha,26.7,85.9,2018-09-15,3.560666666666667,97.71166666666666,18.94066666666667,78.26066666666667,27.903666666666663,32.287,24.332666666666668,7.954666666666666,2.798666666666666,4.292666666666666,43.0,47.0
dhanusha,26.7,85.9,2018-10-15,0.4570967741935484,98.29322580645162,11.65483870967742,55.398387096774194,25.556129032258063,31.934516129032257,20.26129032258065,11.671290322580646,1.8587096774193548,2.8061290322580645,45.0,47.0
dhanusha,26.7,85.9,2018-11-15,0.0003333333333333,98.50933333333332,8.142,48.63366666666666,21.875666666666667,28.99533333333333,16.622,12.374,2.0636666666666668,3.1396666666666664,45.0,50.0
dhanusha,26.7,85.9,2018-12-15,0.0738709677419354,98.68193548387096,5.498387096774193,43.55193548387096,17.208387096774196,24.864193548387096,12.241935483870968,12.621290322580643,2.1703225806451614,3.293548387096774,42.0,45.0
dhanusha,26.7,85.9,2019-01-15,0.1238709677419354,98.77387096774191,4.893225806451613,39.19677419354839,17.110645161290325,24.781935483870967,11.735161290322582,13.047741935483872,2.281290322580645,3.39,42.0,45.0
dhanusha,26.7,85.9,2019-02-15,1.3567857142857145,98.52107142857145,6.031785714285713,41.25785714285714,19.81964285714286,27.614642857142854,13.942142857142857,13.671428571428573,2.9253571428571425,4.380357142857143,42.0,55.0
dhanusha,26.7,85.9,2019-03-15,0.3303225806451613,98.2016129032258,5.885483870967741,31.13935483870968,24.04096774193548,32.263225806451615,17.254516129032258,15.009032258064517,3.2851612903225806,4.905483870967742,42.0,55.0
dhanusha,26.7,85.9,2019-04-15,1.6893333333333334,97.852,9.358,35.28933333333334,29.733666666666668,37.057,22.91,14.147333333333334,2.849,4.075333333333334,41.0,50.0
dhanusha,26.7,85.9,2019-05-15,1.4554838709677418,97.4658064516129,9.848387096774196,30.524193548387096,33.081935483870964,40.49677419354839,25.91032258064516,14.586129032258064,3.205806451612903,4.5,40.0,52.5
dhanusha,26.7,85.9,2019-06-15,2.564,97.17833333333331,15.929,46.46933333333333,34.114,39.88633333333333,28.677666666666667,11.208,3.359,4.459666666666666,40.0,55.0
dhanusha,26.7,85.9,2019-07-15,13.387419354838707,97.10548387096776,20.851290322580645,78.89838709677419,29.45741935483871,32.8041935483871,26.59903225806452,6.206451612903226,3.6054838709677424,5.07774193548387,42.0,55.0
dhanusha,26.7,85.9,2019-08-15,5.043225806451613,97.27161290322582,21.13064516129032,82.71774193548387,28.73032258064516,32.04548387096774,25.79612903225806,6.250322580645161,2.985161290322581,4.386451612903225,42.0,55.0
dhanusha,26.7,85.9,2019-09-15,9.216333333333331,97.803,19.37,84.54333333333334,26.948666666666668,30.143666666666665,24.494666666666667,5.649666666666667,2.827,4.238333333333333,40.0,60.0
dhanusha,26.7,85.9,2019-10-15,0.1203225806451612,98.31483870967745,15.378064516129031,81.78290322580645,23.71258064516129,28.14483870967742,20.26774193548387,7.877741935483871,1.9183870967741936,2.9358064516129034,40.0,60.0
dhanusha,26.7,85.9,2019-11-15,0.2473333333333333,98.472,11.252666666666666,68.87233333333333,21.384666666666664,27.67233333333333,16.829333333333334,10.843,1.867,2.9436666666666667,45.0,60.0
dhanusha,26.7,85.9,2019-12-15,0.6109677419354839,98.81258064516128,6.714516129032258,60.541935483870965,15.220322580645162,22.42290322580645,10.52741935483871,11.896774193548389,2.1748387096774198,3.44741935483871,40.0,60.0
dolpa,29.0,82.9,2019-04-15,1.964,62.13033333333333,4.816666666666666,72.85366666666667,1.0033333333333334,7.237999999999999,-4.52,11.759333333333334,2.405666666666667,2.3976666666666664,80.0,90.0
dolpa,29.0,82.9,2019-05-15,1.3093548387096776,62.14516129032258,5.026129032258065,63.82838709677419,3.458387096774193,9.838064516129032,-2.4132258064516128,12.252258064516129,2.795161290322581,2.7835483870967743,80.0,90.0
dolpa,29.0,82.9,2019-06-15,4.205,62.11666666666667,7.367999999999999,70.74600000000001,7.355,13.596333333333332,1.4106666666666667,12.185,2.8706666666666667,2.841,80.0,90.0
dolpa,29.0,82.9,2019-07-15,7.712903225806452,61.983225806451614,10.220322580645162,85.43258064516128,9.428064516129032,14.041290322580643,5.42741935483871,8.614193548387098,2.681935483870968,2.729354838709677,80.0,90.0
dolpa,29.0,82.9,2019-08-15,4.613225806451613,62.12967741935484,10.210645161290325,85.41129032258064,9.466129032258063,14.311935483870968,5.460322580645162,8.85193548387097,2.429032258064516,2.427419354838709,80.0,90.0
dolpa,29.0,82.9,2019-09-15,6.138333333333334,62.283,9.290666666666668,87.337,7.699333333333333,12.235333333333331,4.242,7.995,2.308666666666667,2.404333333333333,80.0,90.0
dolpa,29.0,82.9,2019-10-15,0.5338709677419355,62.29677419354839,4.849677419354839,66.72387096774193,2.105483870967742,7.728387096774194,-1.9735483870967745,9.702258064516128,2.0387096774193547,2.0480645161290325,80.0,90.0
dolpa,29.0,82.9,2019-11-15,0.481,62.23366666666666,3.2543333333333333,57.66866666666667,-1.1113333333333335,4.487333333333334,-5.001666666666667,9.49,1.879,2.0176666666666665,80.0,90.0
dolpa,29.0,82.9,2019-12-15,1.7848387096774192,61.87,1.8625806451612903,62.19870967741936,-9.779354838709676,-2.24,-15.694193548387096,13.453225806451613,2.373548387096774,2.609677419354839,80.0,90.0
doti,29.2,80.9,2004-04-15,1.2033333333333334,83.443,5.263999999999999,29.083666666666662,20.94333333333333,28.225,14.035666666666666,14.19,2.6253333333333333,3.063333333333333,16.0,18.0
doti,29.2,80.9,2004-05-15,3.134193548387097,83.20903225806451,7.640645161290322,37.79064516129032,22.59903225806452,29.646129032258063,15.354193548387098,14.290322580645162,2.626774193548387,2.98483870967742,16.0,18.0
doti,29.2,80.9,2004-06-15,4.405,83.08766666666666,12.244333333333334,58.35366666666666,22.979,28.58033333333333,17.906333333333336,10.677,2.3263333333333334,2.64,17.0,18.0
doti,29.2,80.9,2004-07-15,9.425483870967742,83.0183870967742,15.533870967741937,81.25419354838711,21.280967741935484,25.31225806451613,17.966129032258067,7.346774193548387,2.1580645161290324,2.4664516129032257,17.0,18.0
doti,29.2,80.9,2004-08-15,4.320967741935484,83.11870967741935,15.81483870967742,82.97516129032257,21.21,25.230967741935483,18.06677419354839,7.163225806451613,1.8083870967741933,2.0016129032258063,17.2,18.0
doti,29.2,80.9,2004-09-15,2.736333333333333,83.51333333333334,13.294333333333332,77.11866666666667,19.694333333333336,24.446,15.962,8.483,1.843,2.063333333333333,17.5,18.0
doti,29.2,80.9,2004-10-15,1.2503225806451612,83.89387096774193,8.343870967741937,63.56612903225806,15.10516129032258,20.88774193548387,10.432903225806452,10.453225806451613,1.853225806451613,2.108064516129032,18.0,23.6
doti,29.2,80.9,2004-11-15,0.023,83.93933333333332,5.085333333333334,48.532,12.115666666666668,19.14966666666667,7.293333333333334,11.855333333333334,1.88,2.103333333333333,17.0,18.0
doti,29.2,80.9,2004-12-15,0.0287096774193548,83.86999999999999,3.835161290322581,40.766129032258064,10.343870967741935,17.835806451612903,5.497419354838709,12.339354838709676,1.774516129032258,1.9783870967741932,17.5,18.0
doti,29.2,80.9,2005-01-15,1.6880645161290322,83.75322580645161,3.816129032258064,51.31225806451613,7.201612903225806,13.827096774193548,2.6267741935483877,11.201290322580643,1.820967741935484,2.123548387096774,17.9,20.0
doti,29.2,80.9,2005-02-15,0.7532142857142857,83.74,4.344285714285714,49.80678571428571,9.379285714285714,16.67892857142857,3.454642857142857,13.224642857142856,2.275714285714286,2.7360714285714285,17.9,19.6
doti,29.2,80.9,2005-03-15,1.1161290322580646,83.69774193548388,5.87,46.00258064516129,15.02258064516129,22.47774193548387,8.630322580645162,13.848064516129034,2.3287096774193548,2.6564516129032256,17.0,18.0
doti,29.2,80.9,2005-04-15,0.6973333333333334,83.654,4.754666666666667,29.374333333333333,18.814,26.474666666666668,11.608666666666666,14.868,2.5763333333333334,2.91,15.7,17.7
doti,29.2,80.9,2005-05-15,1.5625806451612902,83.32387096774194,6.900967741935484,37.90548387096774,21.293225806451613,27.99258064516129,14.406451612903227,13.589032258064517,2.42258064516129,2.746451612903226,15.7,17.7
doti,29.2,80.9,2005-06-15,3.2896666666666667,82.96066666666667,9.157,38.776,25.357333333333333,31.988666666666667,18.75933333333333,13.228666666666667,2.556,2.857666666666667,18.3,18.48
doti,29.2,80.9,2005-07-15,10.771612903225806,83.0641935483871,16.243548387096773,83.76870967741935,21.49516129032258,25.184838709677415,18.44516129032258,6.739354838709678,2.0687096774193545,2.4045161290322583,21.1,19.7
doti,29.2,80.9,2005-08-15,8.812903225806451,83.07354838709678,16.011612903225807,84.49677419354839,21.07903225806452,25.080967741935485,17.906129032258065,7.176129032258065,1.9570967741935483,2.2229032258064514,19.3,20.9
doti,29.2,80.9,2005-09-15,5.4830000000000005,83.46866666666666,14.611666666666668,83.83233333333332,19.809666666666665,23.652,16.746,6.905333333333333,1.6953333333333334,2.027,19.3,20.9
doti,29.2,80.9,2005-10-15,0.7696774193548387,83.81516129032258,9.71516129032258,71.19806451612902,15.868709677419355,21.245806451612903,11.658709677419356,9.58548387096774,1.7322580645161292,1.9248387096774195,19.3,20.9
doti,29.2,80.9,2005-11-15,0.0,83.81833333333334,4.830333333333333,47.108,11.651333333333334,18.750333333333334,6.490666666666667,12.26,1.874,2.158,19.2,20.9
doti,29.2,80.9,2005-12-15,0.2038709677419355,83.82129032258065,3.4125806451612903,40.23935483870968,9.01290322580645,16.57903225806452,4.042903225806452,12.535806451612904,1.8912903225806448,2.1516129032258067,18.35,19.45
doti,29.2,80.9,2006-01-15,0.0229032258064516,83.80064516129033,3.177741935483871,35.58548387096774,9.538387096774194,17.427096774193547,4.212580645161291,13.214516129032257,1.93,2.212903225806452,19.2,20.9
doti,29.2,80.9,2006-02-15,0.0021428571428571,83.76178571428571,3.8903571428571424,33.135714285714286,13.914285714285716,22.1375,7.789285714285714,14.348214285714286,2.2375,2.569642857142857,19.8,20.9
doti,29.2,80.9,2006-03-15,2.243870967741936,83.64451612903225,4.721612903225807,41.80903225806451,13.509354838709678,21.19645161290323,6.271612903225806,14.92451612903226,2.351935483870968,2.7025806451612904,21.0,22.2
doti,29.2,80.9,2006-04-15,0.5063333333333333,83.473,5.355666666666666,33.46633333333333,18.790666666666667,26.23733333333333,11.451666666666666,14.786,2.460666666666667,2.795333333333333,24.0,22.2
doti,29.2,80.9,2006-05-15,2.494516129032258,83.34032258064516,10.280967741935482,51.51806451612903,22.246774193548383,28.27258064516129,16.52709677419355,11.74516129032258,2.19741935483871,2.4125806451612903,24.0,22.2
doti,29.2,80.9,2006-06-15,5.988666666666666,83.16833333333334,12.149,61.27666666666666,22.159,27.334666666666667,17.192999999999998,10.143666666666666,2.123,2.4066666666666667,24.0,22.2
doti,29.2,80.9,2006-07-15,10.041612903225808,83.00548387096775,16.651612903225807,82.9016129032258,22.05548387096774,26.06645161290323,18.801935483870967,7.262903225806451,1.9464516129032257,2.1648387096774195,25.0,21.0
doti,29.2,80.9,2006-08-15,5.260645161290323,83.1974193548387,15.979354838709678,84.3158064516129,21.143870967741936,24.86,18.075161290322583,6.785483870967742,1.7996774193548386,2.0558064516129035,25.5,21.0
doti,29.2,80.9,2006-09-15,2.2116666666666664,83.46866666666666,13.944666666666668,79.75533333333333,19.830666666666666,24.448,16.095333333333333,8.355333333333332,1.932,2.2213333333333334,25.2,21.0
doti,29.2,80.9,2006-10-15,0.7035483870967743,83.87516129032258,8.846451612903227,62.91774193548388,16.440967741935484,22.36387096774193,11.601612903225806,10.76258064516129,1.9193548387096773,2.196774193548387,23.0,22.0
doti,29.2,80.9,2006-11-15,0.037,83.85733333333333,5.711333333333333,50.77466666666667,12.686333333333332,19.67233333333333,7.677666666666666,11.993666666666666,1.91,2.159666666666667,23.0,21.8
doti,29.2,80.9,2006-12-15,0.7477419354838709,83.90935483870967,3.861612903225806,42.122580645161285,10.10225806451613,17.586451612903225,5.045806451612903,12.541612903225808,1.811935483870968,2.0561290322580645,25.0,22.15
doti,29.2,80.9,2007-01-15,0.0029032258064516,83.87548387096774,2.576451612903226,29.62,9.246451612903224,17.43903225806452,3.8251612903225807,13.612580645161293,2.044516129032258,2.299032258064516,24.3,22.5
doti,29.2,80.9,2007-02-15,4.036071428571429,83.69178571428571,4.638571428571429,57.3375,8.332857142857142,15.13107142857143,2.467142857142857,12.662142857142856,2.1010714285714287,2.4839285714285717,26.6,22.5
doti,29.2,80.9,2007-03-15,2.98,83.65741935483871,5.618387096774193,52.01967741935484,12.555483870967745,19.93967741935484,5.440322580645161,14.50032258064516,2.351290322580645,2.796774193548387,25.5,22.5
doti,29.2,80.9,2007-04-15,0.1853333333333333,83.58533333333334,6.665,37.46133333333333,20.288666666666664,27.59,12.990333333333332,14.598333333333333,2.457333333333333,2.7920000000000003,26.6,22.5
doti,29.2,80.9,2007-05-15,3.324193548387097,83.37096774193549,9.678387096774191,50.47483870967742,21.598709677419357,27.528387096774196,15.663870967741936,11.864193548387098,2.1896774193548385,2.4893548387096773,26.6,22.5
doti,29.2,80.9,2008-04-15,1.4373333333333334,83.49433333333333,5.256666666666666,33.26866666666667,19.096,26.854333333333333,11.225,15.628666666666668,2.547333333333333,2.939,19.3,21.9
doti,29.2,80.9,2008-05-15,1.5067741935483872,83.22451612903225,7.898387096774194,40.63967741935484,22.090967741935486,28.57967741935484,15.759354838709678,12.820645161290322,2.3906451612903226,2.700967741935484,20.45,23.5
doti,29.2,80.9,2008-06-15,10.716333333333331,83.02833333333334,15.172666666666666,79.55266666666667,21.27233333333333,25.144333333333336,17.845333333333333,7.298666666666667,1.957,2.181666666666666,24.15,29.2
doti,29.2,80.9,2008-07-15,11.131612903225806,82.98935483870967,16.475161290322582,87.52225806451614,20.983870967741936,24.215483870967745,18.35225806451613,5.863225806451613,1.940967741935484,2.226774193548388,28.0,40.0
humla,30.0,81.8,2019-04-15,1.8806666666666667,58.039,3.7746666666666666,72.22833333333332,-3.123333333333333,3.353333333333333,-9.364333333333333,12.716666666666669,2.8753333333333333,3.2053333333333334,150.0,140.0
humla,30.0,81.8,2019-05-15,0.6687096774193548,58.04483870967741,4.151935483870968,62.34967741935483,0.1335483870967742,6.553870967741936,-5.223548387096774,11.776774193548386,3.782258064516129,4.080645161290323,150.0,140.0
humla,30.0,81.8,2019-06-15,1.5503333333333331,58.07566666666666,5.899,65.73933333333333,4.249333333333333,11.272,-1.8113333333333332,13.083666666666666,3.669666666666666,4.019333333333333,150.0,140.0
humla,30.0,81.8,2019-07-15,2.798064516129032,58.00225806451613,8.596451612903227,75.12967741935483,7.833870967741936,13.78483870967742,2.8435483870967744,10.941290322580643,3.217741935483871,3.406774193548387,150.0,140.0
